what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1490414818687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414826356
error,log,,,"Error starting server Tomcat v7.0 Server at localhost",1490414826482
error,log,,,"Several ports (8005, 8080, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1490414826485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414830784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414830810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414830955
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490414830960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414832855
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414834985
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490414835018
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414837002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414838168
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1490414839854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414841853
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414843173
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1490414846781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414847203
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490414848102
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414854660
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490414865936
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1490414865952
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490414865965
error,log,,,"Several ports (8005, 8080, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1490414880851
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414880921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414884812
error,log,,,"Several ports (8005, 8080, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1490414886194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414886211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414886263
error,log,,,"Several ports (8005, 8080, 8009) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1490414886785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414895108
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414896637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414901645
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414955177
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414957562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490414998233
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1490414998359
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1490415009877
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1490415015118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490415019955
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1490415021802
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1490415027322
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1490415030397
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1490415037714
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490415039834
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490415108726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490415112194
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1490415114986
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490415119980
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490415120014
